"activity" "subject" "FreqBodyAccJerkMagmean" "FreqBodyAccJerkMagstd" "FreqBodyAccJerkmeanX" "FreqBodyAccJerkmeanY" "FreqBodyAccJerkmeanZ" "FreqBodyAccJerkstdX" "FreqBodyAccJerkstdY" "FreqBodyAccJerkstdZ" "FreqBodyAccMagmean" "FreqBodyAccMagstd" "FreqBodyAccmeanX" "FreqBodyAccmeanY" "FreqBodyAccmeanZ" "FreqBodyAccstdX" "FreqBodyAccstdY" "FreqBodyAccstdZ" "FreqBodyGyroJerkMagmean" "FreqBodyGyroJerkMagstd" "FreqBodyGyroMagmean" "FreqBodyGyroMagstd" "FreqBodyGyromeanX" "FreqBodyGyromeanY" "FreqBodyGyromeanZ" "FreqBodyGyrostdX" "FreqBodyGyrostdY" "FreqBodyGyrostdZ" "TimeBodyAccJerkMagmean" "TimeBodyAccJerkMagstd" "TimeBodyAccJerkmeanX" "TimeBodyAccJerkmeanY" "TimeBodyAccJerkmeanZ" "TimeBodyAccJerkstdX" "TimeBodyAccJerkstdY" "TimeBodyAccJerkstdZ" "TimeBodyAccMagmean" "TimeBodyAccMagstd" "TimeBodyAccmeanX" "TimeBodyAccmeanY" "TimeBodyAccmeanZ" "TimeBodyAccstdX" "TimeBodyAccstdY" "TimeBodyAccstdZ" "TimeBodyGyroJerkMagmean" "TimeBodyGyroJerkMagstd" "TimeBodyGyroJerkmeanX" "TimeBodyGyroJerkmeanY" "TimeBodyGyroJerkmeanZ" "TimeBodyGyroJerkstdX" "TimeBodyGyroJerkstdY" "TimeBodyGyroJerkstdZ" "TimeBodyGyroMagmean" "TimeBodyGyroMagstd" "TimeBodyGyromeanX" "TimeBodyGyromeanY" "TimeBodyGyromeanZ" "TimeBodyGyrostdX" "TimeBodyGyrostdY" "TimeBodyGyrostdZ" "TimeGravityAccMagmean" "TimeGravityAccMagstd" "TimeGravityAccmeanX" "TimeGravityAccmeanY" "TimeGravityAccmeanZ" "TimeGravityAccstdX" "TimeGravityAccstdY" "TimeGravityAccstdZ"
"Laying" 11 -0.620804006066667 -0.823757685907407 -0.655359394657143 -0.659972796611111 -0.678202886909259 -0.835425961086032 -0.79838766812963 -0.782917062351852 -0.66073568692381 -0.833185792920635 -0.694669042650794 -0.709644803537037 -0.744521197296296 -0.75801666315873 -0.73774606707963 -0.753935771864815 -0.634083286757143 -0.853957393603175 -0.646058778090741 -0.831380907740741 -0.688904456015873 -0.656483311502037 -0.678265568481481 -0.809888035761905 -0.8043921455 -0.814160590537037 -0.740915270098413 -0.73568734404127 -0.86487508937037 -0.8517785725 -0.829525773968254 -0.611169718472222 -0.633908155381481 -0.646493681396667 -0.79177840662963 -0.688960940475926 -0.872673270462963 -0.8385651995 -0.853398259379365 -0.603368111687037 -0.662146117366667 -0.654275529653968 -0.74203156262963 -0.731200081309259 -0.80473095787037 -0.788683699666667 -0.765048023206349 -0.663241526033333 -0.655730961383333 -0.701589303528254 -0.755123987703704 -0.724247566407407 -0.883254295925926 -0.876545879 -0.769766586444444 -0.605178690275926 -0.631718998115185 -0.678900758928571 -0.784205175851852 -0.692928505288889 -0.868385854740741 -0.856634705933333 -0.8185697005 -0.632559493092407 -0.644899957231482 -0.667284172077778
"Laying" 12 -0.742982833936508 -0.728669128031746 -0.69839159192963 -0.717426026952381 -0.638277294952381 -0.729172472759259 -0.719127225092064 -0.778358282412698 -0.683004870814815 -0.760583535055556 -0.701764957740741 -0.72948527147619 -0.674540428153968 -0.776567604185185 -0.692654328866667 -0.701700604807937 -0.713309433772037 -0.759326473037037 -0.695688436046032 -0.775067485047619 -0.645442589907407 -0.689902302015873 -0.633768969703175 -0.798915074462963 -0.729486104 -0.745150270301587 -0.72113216287037 -0.736051538759259 -0.715364642333333 -0.760317490825397 -0.733136449581481 -0.803564617971429 -0.726561995547619 -0.753283849444444 -0.686451957650794 -0.769700462942857 -0.70246804178254 -0.744362809047619 -0.728149196368518 -0.765876025503175 -0.644140372484127 -0.704866415422222 -0.730042691092064 -0.753098056634921 -0.728647564555556 -0.72665849409619 -0.688250825325926 -0.751169038650794 -0.707740355138095 -0.744644337348148 -0.719385620396825 -0.757034248478444 -0.714977635593651 -0.75472038931746 -0.725027848983333 -0.757808493761905 -0.73964344958254 -0.759364646685185 -0.740405151410794 -0.73489857697619 -0.691183067411111 -0.785955231111111 -0.750959735712963 -0.769716471449841 -0.703082663412698 -0.739656482709259
"Laying" 13 -0.726564233503509 -0.776002749487368 -0.7427029744 -0.724591944736842 -0.679424110378261 -0.7153539717 -0.756141992964912 -0.745085596637681 -0.733473767583333 -0.734732060238333 -0.764866725366667 -0.742370146775439 -0.71944945103913 -0.68249895055 -0.749499986438596 -0.714267084863768 -0.702409600221667 -0.740161030705 -0.690156627797101 -0.783339100885507 -0.691026906866667 -0.70445080531579 -0.690093177069565 -0.707905449075 -0.764958389438597 -0.756946695133333 -0.767989513728333 -0.676040133035 -0.768290652736842 -0.79076909431058 -0.774010599571667 -0.704522403096316 -0.667577901468116 -0.6963573959698 -0.730780166970175 -0.747700917877193 -0.780773695140351 -0.805375985014493 -0.78407533905 -0.698153332754386 -0.68336171476087 -0.727807395723333 -0.737539962405797 -0.705168183762319 -0.732254995829825 -0.745830889391304 -0.736599428583333 -0.725981195696491 -0.714788640127536 -0.727560166905 -0.762789262038597 -0.724546368964912 -0.729296177877193 -0.778553914391304 -0.732965350166667 -0.703200490559649 -0.684049290291304 -0.713967258326667 -0.736236558362319 -0.718473238376812 -0.757382712561404 -0.808506375662319 -0.784036654733333 -0.715339706287719 -0.682486968499275 -0.67172956909
"Laying" 14 -0.708156618116667 -0.752859978645833 -0.701572781039216 -0.681338340916667 -0.578170079407407 -0.732979746843137 -0.769743144202083 -0.760465123072222 -0.695960081678431 -0.734379408411765 -0.655736700809804 -0.656414311479167 -0.661443027660741 -0.763626710921569 -0.802696608770833 -0.754579437851852 -0.737480170653333 -0.706705435839804 -0.655561092444444 -0.706977551944444 -0.687858128901961 -0.710792420229167 -0.670356526518519 -0.724569931 -0.774186052833333 -0.744889143592593 -0.641823737592157 -0.818534826068627 -0.659019704475 -0.598745482966667 -0.64091795554902 -0.790439178729167 -0.655361276888889 -0.721280575117647 -0.667208563164583 -0.790346544453937 -0.765039310375 -0.749297943685185 -0.650479242364706 -0.722534650491667 -0.650123293842593 -0.77280053145 -0.629698161370926 -0.758958343190741 -0.669376469852083 -0.652285797368519 -0.636297120960784 -0.778092732525 -0.66436239415 -0.783277515470588 -0.663999879814583 -0.846019659895833 -0.670700273770833 -0.648208209435185 -0.649176345535294 -0.753571320616667 -0.719292748516667 -0.743491287041177 -0.691343890194444 -0.775027224940741 -0.710201322908333 -0.610646155831482 -0.633095780117647 -0.7557165188125 -0.687469596875926 -0.756990147607843
"Laying" 15 -0.785656769704348 -0.692328411389855 -0.780615870361111 -0.807025577130435 -0.755399892106667 -0.672123538027778 -0.64890891884058 -0.652723135260533 -0.739805485486111 -0.709819631236111 -0.783695221888889 -0.793762773333333 -0.774323951973333 -0.631668280202778 -0.625044779826087 -0.639248141181333 -0.751227112106944 -0.756950517647222 -0.739421735098667 -0.718657260946667 -0.733858692708333 -0.743267486666667 -0.747932062092 -0.690682033483333 -0.65962189454058 -0.672515052853333 -0.789279700206944 -0.636898539831944 -0.804821729391304 -0.784018637346667 -0.841578323280556 -0.687284624347826 -0.674036898682667 -0.688712784750833 -0.804565898927536 -0.658169591024783 -0.717880282604348 -0.739487669702933 -0.785959802847222 -0.758079714782609 -0.748035896608 -0.746835445043056 -0.764440281173333 -0.626927367344 -0.793751712230435 -0.772277227645333 -0.807054391847222 -0.673729371666667 -0.650679930268 -0.676504062666667 -0.816959775797101 -0.631563365810145 -0.796286864997101 -0.78745620696 -0.822803745541667 -0.718950263297536 -0.712396427305333 -0.707598997084722 -0.806328060226667 -0.656263982333333 -0.757744994220145 -0.776837029565333 -0.82865922885 -0.75826140115942 -0.739810389970667 -0.710694785227778
"Laying" 16 -0.725326790966667 -0.758610360772727 -0.682636626183333 -0.703585160608939 -0.704438578748485 -0.83251443443718 -0.822426178980303 -0.824400714136364 -0.699283427039744 -0.793919739012821 -0.647599943092179 -0.648937859957424 -0.662680401510606 -0.831046646189744 -0.83174245559303 -0.8509006362 -0.715585409710256 -0.783208971525641 -0.728341705371212 -0.764184744575758 -0.685631733617949 -0.683443732434848 -0.69691700702197 -0.788902819466667 -0.773988082162121 -0.782770221530303 -0.680296977128205 -0.830293825158974 -0.678499440262121 -0.656023269254545 -0.67427758805 -0.758787403742424 -0.782513050333333 -0.769411288825641 -0.70037281704697 -0.815151721333333 -0.726491547090909 -0.726336491510606 -0.735267515385897 -0.707911855459091 -0.726510685477273 -0.717876722169231 -0.678233675789394 -0.856253819643939 -0.689305977066667 -0.685924232963485 -0.684251606471795 -0.790039186995455 -0.807507588454545 -0.784402800384615 -0.691819404112121 -0.8409153322 -0.71689674123947 -0.704864956133333 -0.714427956653846 -0.786011184318182 -0.80814770680303 -0.777434240988974 -0.688759765027273 -0.833798836621212 -0.729674302666667 -0.718787705181818 -0.703458802307692 -0.739931533984848 -0.768146611869697 -0.75995093693718
"Laying" 17 -0.80431239725 -0.638409810020833 -0.804335094581944 -0.794836960055556 -0.788969353681159 -0.674405232861111 -0.664102573930555 -0.676227174811594 -0.834404860083333 -0.647929117074306 -0.788075788958333 -0.779800583897222 -0.790151269224638 -0.680317637516667 -0.674608530838889 -0.684406657753623 -0.8318164345 -0.641442134122778 -0.808412563826087 -0.651393229642029 -0.818139473444444 -0.808315236819444 -0.812071647913043 -0.658675789818056 -0.6468036911 -0.672735432898551 -0.761747683541667 -0.7139719598 -0.673954125365278 -0.690333587356522 -0.694161358611111 -0.772846088666667 -0.767618957753623 -0.779052047236111 -0.72680984125 -0.726951201916667 -0.650998478681944 -0.663704490598551 -0.650721857255556 -0.792036759402778 -0.803105431826087 -0.805742466527778 -0.756689549989855 -0.687185077075362 -0.708497303166667 -0.721258537184058 -0.730733398420833 -0.744999414098611 -0.75973765215942 -0.747459936120833 -0.753992046458333 -0.681757223915278 -0.694875971020833 -0.704584521322667 -0.706294732088889 -0.763284226125 -0.753760894014493 -0.770089412844444 -0.737174740782609 -0.737144472894203 -0.656922100779167 -0.665965797201159 -0.678369081185 -0.7808965627625 -0.783828591652174 -0.794211509986111
"Laying" 18 -0.788306959675 -0.741319059525 -0.730344292313043 -0.751683706663333 -0.785244067931818 -0.7984444194 -0.778004438853333 -0.752633183263636 -0.76784589102029 -0.797520168463768 -0.721753934802319 -0.714695888708333 -0.743678600659091 -0.803920938715942 -0.78700729325 -0.757418667554545 -0.755840890595652 -0.763177770713043 -0.792891190192424 -0.711169619430303 -0.762335896176812 -0.805472702503333 -0.790537377302273 -0.78465814317971 -0.743236200349333 -0.742917009512121 -0.708755755391304 -0.760490984985507 -0.697705909746667 -0.713298167869242 -0.716259224275362 -0.767232128816667 -0.769409796606061 -0.743649452623188 -0.69324240585 -0.75050387596 -0.727509342631667 -0.741177069036364 -0.778466840418841 -0.811878048003333 -0.776057986059091 -0.737315189705797 -0.719879121126212 -0.784892835660606 -0.665253688406667 -0.722376583030303 -0.696705006385507 -0.762901564266667 -0.726431702151515 -0.728682396544928 -0.720432290913333 -0.76223152907 -0.668857791306667 -0.683273117590909 -0.668083076391304 -0.764524357433333 -0.732844610757576 -0.722131129086957 -0.707106944727273 -0.754062654877273 -0.731195339855 -0.733849402639394 -0.740150039171884 -0.7789534841 -0.7597701845 -0.744209828869565
"Laying" 19 -0.705289792753457 -0.767238272869136 -0.738483609103571 -0.744009115803704 -0.73152993900119 -0.734784857132143 -0.738897893048272 -0.743145990021191 -0.71396820851619 -0.754288654402381 -0.771464261461905 -0.773215758740741 -0.750700259154762 -0.724759566675 -0.730121159174074 -0.731052724829762 -0.698955152808333 -0.777534142472262 -0.692430663912881 -0.757594498963095 -0.724282956267857 -0.72951489932 -0.722790393329762 -0.747426965058333 -0.746633889950617 -0.750587547222619 -0.769551256096429 -0.705367428323809 -0.80439330898642 -0.806361428875 -0.807914074511905 -0.691172702101852 -0.691149704929286 -0.693428240609576 -0.788014536753086 -0.701015804096296 -0.796841619624691 -0.799831552067857 -0.790634701417381 -0.694167121423457 -0.688863299546429 -0.697239850678571 -0.771167884846429 -0.711722994285714 -0.799078149979012 -0.791417883734524 -0.781316587477381 -0.694582570914074 -0.678345090329762 -0.70549779532381 -0.77543810287037 -0.715162584708642 -0.818236805839506 -0.805041497107143 -0.790522983877381 -0.685581412597531 -0.682534980707143 -0.698726940748809 -0.780572375790476 -0.695198099892857 -0.801398691403704 -0.800036342760714 -0.793724161303571 -0.690963997211111 -0.691576074554048 -0.699241827261905
"Laying" 20 -0.807433789913889 -0.701952913361111 -0.826211017737681 -0.802535228354167 -0.774981676133333 -0.682738715491304 -0.729130258038889 -0.715860976509524 -0.829992465985507 -0.661481276044928 -0.8293359219 -0.794962633263889 -0.735336737823809 -0.669812593146377 -0.720729212813889 -0.738261240396825 -0.803349280144928 -0.660453495217391 -0.781981813447571 -0.71881466958254 -0.880970508018841 -0.80151977899 -0.779652954203175 -0.649381913304348 -0.705628135540278 -0.742975483612698 -0.774458414376812 -0.719556462217391 -0.674765386013889 -0.664626028285714 -0.672103196405797 -0.758589873794444 -0.769458268809524 -0.769981244608696 -0.73938463247375 -0.753361462708333 -0.678971510470833 -0.679802121251111 -0.648640503340435 -0.777315605833333 -0.748791005284127 -0.789099358391304 -0.711666757609524 -0.776129075015873 -0.713434370305556 -0.690479249936508 -0.745614980405797 -0.753736893055556 -0.758318329350794 -0.702713767775362 -0.769368572719444 -0.756637379236111 -0.6860264257625 -0.672865586225397 -0.744677275130435 -0.743079318611111 -0.770406797619206 -0.703885683884058 -0.729726383274603 -0.760059963301587 -0.690505929961111 -0.672709323860317 -0.660095269304348 -0.762845120930556 -0.745989026666667 -0.800541877753623
